Date,Temperature,Humidity,Precipitation,WindSpeed,SolarRadiation,SoilMoisture,WeatherDescription
2020-09-17,13.3,87.23,1.3,9.64,568.22,18.11,Ventoso
2020-09-18,14.99,81.9,0.48,8.67,707.06,19.37,Ventoso
2020-09-19,13.12,68.04,0.05,1.31,260.7,8.48,Sereno
2020-09-20,14.45,56.64,0.76,4.89,461.02,6.42,Sereno
2020-09-21,18.16,76.45,0.35,8.15,385.03,13.66,Ventoso
2020-09-22,12.21,51.85,0.27,2.5,153.96,12.86,Sereno
2020-09-23,14.18,54.73,1.06,8.88,260.88,6.61,Ventoso
2020-09-24,18.7,80.58,1.09,8.85,571.86,5.1,Ventoso
2020-09-25,16.95,75.39,0.53,1.28,218.17,14.33,Sereno
2020-09-26,14.44,57.39,1.1,3.27,664.86,6.89,Sereno
2020-09-27,15.62,81.83,0.66,5.54,253.97,7.61,Sereno
2020-09-28,13.43,77.8,1.14,5.26,175.96,16.19,Sereno
2020-09-29,11.97,72.55,1.32,9.53,546.02,8.9,Ventoso
2020-09-30,10.01,78.87,1.84,1.76,269.93,6.95,Sereno
2020-10-01,13.68,75.74,6.97,3.76,134.33,11.39,Possibile pioggia
2020-10-02,11.11,86.21,5.68,9.29,120.36,23.67,Ventoso
2020-10-03,19.21,56.86,2.75,3.07,86.39,17.45,Sereno
2020-10-04,19.93,88.56,0.18,9.84,114.72,29.16,Ventoso
2020-10-05,13.85,61.97,5.12,1.64,214.22,19.43,Possibile pioggia
2020-10-06,10.72,50.17,8.91,3.37,208.37,35.63,Forte pioggia
2020-10-07,14.38,87.99,3.43,5.66,205.9,20.81,Possibile pioggia
2020-10-08,12.83,83.4,4.61,9.59,271.16,28.0,Ventoso
2020-10-09,12.77,63.05,0.14,8.89,148.54,29.94,Ventoso
2020-10-10,10.07,82.49,9.93,8.39,98.28,49.71,Forte pioggia
2020-10-11,18.48,89.65,5.85,2.76,76.17,41.23,Possibile pioggia
2020-10-12,15.16,75.12,6.52,4.42,253.77,41.91,Possibile pioggia
2020-10-13,17.33,67.48,8.78,2.9,61.04,19.22,Forte pioggia
2020-10-14,13.52,64.31,8.1,3.7,243.55,44.75,Forte pioggia
2020-10-15,14.92,54.31,2.63,7.1,88.38,38.1,Sereno
2020-10-16,18.85,62.86,0.75,6.46,293.32,24.96,Sereno
2020-10-17,15.89,83.11,6.63,8.81,103.97,27.4,Ventoso
2020-10-18,17.31,88.58,8.94,0.82,242.76,24.15,Forte pioggia
2020-10-19,17.05,61.78,4.29,9.5,190.99,38.63,Ventoso
2020-10-20,14.41,52.56,3.89,3.72,122.66,23.67,Possibile pioggia
2020-10-21,17.99,52.77,5.89,9.99,140.87,15.38,Ventoso
2020-10-22,19.95,67.8,4.28,9.5,257.31,46.47,Ventoso
2020-10-23,11.61,74.61,3.92,3.67,274.54,37.72,Possibile pioggia
2020-10-24,16.0,89.83,4.72,5.65,199.66,29.6,Possibile pioggia
2020-10-25,19.85,73.84,3.77,3.92,127.56,33.93,Possibile pioggia
2020-10-26,17.72,52.69,3.88,9.14,136.37,40.47,Ventoso
2020-10-27,11.57,75.66,0.14,7.21,245.42,18.62,Sereno
2020-10-28,17.9,69.41,1.33,5.22,227.62,30.61,Sereno
2020-10-29,12.5,69.2,8.63,1.96,78.33,37.26,Forte pioggia
2020-10-30,10.31,72.54,2.64,3.43,118.42,11.9,Sereno
2020-10-31,17.81,77.73,9.8,2.41,277.55,43.9,Forte pioggia
2020-11-01,16.15,77.1,6.54,1.89,132.48,36.98,Possibile pioggia
2020-11-02,18.87,75.94,1.26,6.12,246.29,44.17,Sereno
2020-11-03,17.18,79.19,4.63,8.83,158.71,45.06,Ventoso
2020-11-04,19.84,69.56,2.34,1.6,125.77,23.89,Sereno
2020-11-05,11.89,64.2,3.91,6.9,195.99,34.57,Possibile pioggia
2020-11-06,17.38,57.03,9.43,1.64,260.72,15.08,Forte pioggia
2020-11-07,12.29,59.31,0.65,8.66,106.72,37.82,Ventoso
2020-11-08,15.94,57.42,3.9,5.67,139.5,44.17,Possibile pioggia
2020-11-09,12.59,62.36,2.44,6.53,176.68,34.59,Sereno
2020-11-10,10.61,60.77,3.62,5.33,133.94,36.35,Possibile pioggia
2020-11-11,10.81,66.38,5.7,6.01,236.18,36.64,Possibile pioggia
2020-11-12,12.33,52.47,5.05,8.78,287.72,31.74,Ventoso
2020-11-13,12.45,88.88,4.95,9.33,253.94,32.3,Ventoso
2020-11-14,12.09,63.14,1.78,1.95,171.9,15.93,Sereno
2020-11-15,16.18,63.27,8.29,2.59,281.79,34.75,Forte pioggia
2020-11-16,12.87,86.32,0.7,0.6,226.26,46.93,Sereno
2020-11-17,12.02,88.8,8.26,0.56,224.37,41.86,Forte pioggia
2020-11-18,13.75,52.91,6.03,4.98,87.45,27.84,Possibile pioggia
2020-11-19,15.47,79.24,3.78,8.09,193.36,18.43,Ventoso
2020-11-20,13.27,66.14,8.27,1.95,286.16,39.09,Forte pioggia
2020-11-21,15.19,78.11,9.11,5.44,162.31,25.2,Forte pioggia
2020-11-22,18.18,85.4,5.93,2.76,79.98,24.72,Possibile pioggia
2020-11-23,18.42,83.0,2.26,6.29,253.07,37.98,Sereno
2020-11-24,17.03,70.02,9.72,0.88,81.95,34.76,Forte pioggia
2020-11-25,18.82,80.87,2.48,2.07,281.74,44.18,Sereno
2020-11-26,14.7,65.4,9.61,8.61,86.78,43.45,Forte pioggia
2020-11-27,13.45,53.22,7.07,1.08,62.15,21.48,Possibile pioggia
2020-11-28,12.93,55.4,1.64,9.87,169.58,11.09,Ventoso
2020-11-29,14.36,77.15,8.57,9.64,180.27,16.68,Forte pioggia
2020-11-30,17.18,60.86,8.73,6.68,147.69,46.52,Forte pioggia
2020-12-01,5.67,62.27,7.52,3.76,189.09,16.87,Possibile pioggia
2020-12-02,8.04,80.57,0.88,9.6,61.57,35.28,Ventoso
2020-12-03,6.74,63.48,1.34,8.48,239.66,18.84,Ventoso
2020-12-04,11.04,56.96,8.92,9.99,62.04,37.02,Forte pioggia
2020-12-05,5.87,69.16,5.09,6.01,264.54,11.57,Possibile pioggia
2020-12-06,6.38,87.72,5.71,1.87,260.23,10.78,Possibile pioggia
2020-12-07,9.32,55.89,9.59,2.4,171.15,19.93,Forte pioggia
2020-12-08,5.92,71.41,2.05,8.36,253.77,34.93,Ventoso
2020-12-09,11.01,66.74,6.45,7.32,224.64,37.04,Possibile pioggia
2020-12-10,9.42,84.18,8.43,4.69,292.54,35.38,Forte pioggia
2020-12-11,8.44,73.91,9.09,6.64,181.76,30.58,Forte pioggia
2020-12-12,14.05,88.73,7.27,1.21,54.39,17.98,Possibile pioggia
2020-12-13,7.22,57.53,6.66,0.96,291.61,24.73,Possibile pioggia
2020-12-14,6.02,84.6,3.0,9.03,209.64,21.32,Ventoso
2020-12-15,6.65,67.31,1.77,8.8,255.46,39.98,Ventoso
2020-12-16,10.08,74.83,0.6,9.48,114.53,42.2,Ventoso
2020-12-17,13.8,72.18,7.84,3.28,67.84,31.44,Possibile pioggia
2020-12-18,14.75,67.48,3.45,8.69,186.89,19.92,Ventoso
2020-12-19,8.38,86.92,7.33,5.33,248.5,31.94,Possibile pioggia
2020-12-20,12.36,88.03,0.75,7.85,92.13,35.79,Sereno
2020-12-21,11.85,71.99,8.34,1.73,203.67,21.8,Forte pioggia
2020-12-22,10.18,50.86,8.28,1.92,85.21,14.11,Forte pioggia
2020-12-23,5.83,87.51,7.42,2.93,131.83,19.28,Possibile pioggia
2020-12-24,11.41,65.07,6.75,4.22,171.81,46.43,Possibile pioggia
2020-12-25,13.55,84.94,8.68,1.78,298.15,43.35,Forte pioggia
2020-12-26,13.38,50.4,4.86,4.87,276.7,49.46,Possibile pioggia
2020-12-27,7.81,79.32,2.22,3.62,230.03,43.76,Sereno
2020-12-28,6.4,83.85,2.55,7.33,275.3,18.47,Sereno
2020-12-29,14.58,82.76,5.75,3.38,130.03,13.15,Possibile pioggia
2020-12-30,13.93,67.52,3.91,9.96,246.58,17.58,Ventoso
2020-12-31,5.39,83.86,9.32,5.52,160.61,30.51,Forte pioggia
2021-01-01,13.39,54.58,4.31,2.26,144.06,18.86,Possibile pioggia
2021-01-02,5.14,66.52,1.15,1.79,90.18,12.16,Sereno
2021-01-03,11.99,78.63,5.45,9.07,286.53,47.76,Ventoso
2021-01-04,11.19,81.14,8.74,6.66,66.62,19.69,Forte pioggia
2021-01-05,8.14,71.7,8.17,6.41,115.05,13.44,Forte pioggia
2021-01-06,13.66,79.93,7.83,6.29,176.24,13.02,Possibile pioggia
2021-01-07,13.08,71.74,3.02,5.2,113.4,34.3,Possibile pioggia
2021-01-08,5.05,53.87,5.1,0.86,55.32,19.18,Possibile pioggia
2021-01-09,6.23,80.08,9.22,7.86,71.56,32.2,Forte pioggia
2021-01-10,7.5,73.18,7.98,3.45,64.53,42.79,Possibile pioggia
2021-01-11,7.23,50.63,4.96,8.09,89.71,28.29,Ventoso
2021-01-12,6.3,71.73,1.05,3.56,256.8,32.95,Sereno
2021-01-13,6.62,83.28,3.92,0.51,55.72,33.84,Possibile pioggia
2021-01-14,10.54,57.2,5.72,8.8,88.73,14.94,Ventoso
2021-01-15,8.75,84.24,9.69,7.2,103.67,41.66,Forte pioggia
2021-01-16,14.8,78.36,7.85,5.94,274.56,15.5,Possibile pioggia
2021-01-17,6.99,80.59,8.6,3.73,189.32,26.1,Forte pioggia
2021-01-18,11.11,66.21,6.78,1.87,132.14,33.23,Possibile pioggia
2021-01-19,5.75,85.49,7.97,4.42,221.32,26.46,Possibile pioggia
2021-01-20,10.93,60.97,6.19,7.34,146.93,26.7,Possibile pioggia
2021-01-21,11.17,73.38,9.92,3.91,151.31,42.78,Forte pioggia
2021-01-22,6.98,70.57,3.68,9.68,152.49,17.25,Ventoso
2021-01-23,10.56,75.26,8.46,0.82,162.42,29.57,Forte pioggia
2021-01-24,11.17,63.07,2.61,7.24,143.71,21.52,Sereno
2021-01-25,5.1,77.57,1.59,8.17,278.62,45.62,Ventoso
2021-01-26,11.84,83.56,3.77,9.62,77.57,17.68,Ventoso
2021-01-27,5.52,64.57,6.51,7.72,198.27,19.53,Possibile pioggia
2021-01-28,9.87,71.51,5.38,2.78,119.89,47.56,Possibile pioggia
2021-01-29,8.62,61.77,5.06,4.55,77.08,22.79,Possibile pioggia
2021-01-30,12.95,86.98,3.59,2.15,230.85,45.65,Possibile pioggia
2021-01-31,9.27,83.42,6.06,1.5,216.13,23.05,Possibile pioggia
2021-02-01,7.14,58.96,9.31,9.21,243.06,48.06,Forte pioggia
2021-02-02,12.32,75.52,8.8,0.89,246.21,36.69,Forte pioggia
2021-02-03,10.05,76.92,0.35,5.16,175.37,46.03,Sereno
2021-02-04,6.52,63.87,9.17,2.27,209.33,18.72,Forte pioggia
2021-02-05,11.57,65.28,2.03,3.46,156.49,14.74,Sereno
2021-02-06,12.36,50.53,3.6,5.84,139.21,45.03,Possibile pioggia
2021-02-07,8.72,87.11,4.94,4.2,192.73,25.0,Possibile pioggia
2021-02-08,6.29,80.22,6.44,8.75,111.99,21.37,Ventoso
2021-02-09,14.37,65.98,1.31,6.79,97.41,36.1,Sereno
2021-02-10,7.3,63.13,7.63,3.13,283.29,23.04,Possibile pioggia
2021-02-11,12.27,80.83,5.11,4.41,72.57,16.57,Possibile pioggia
2021-02-12,11.02,83.21,3.97,9.74,77.07,18.18,Ventoso
2021-02-13,12.47,50.18,5.67,9.29,68.47,21.43,Ventoso
2021-02-14,13.52,68.73,1.67,6.74,201.77,18.55,Sereno
2021-02-15,8.41,86.53,8.53,0.62,100.89,34.22,Forte pioggia
2021-02-16,14.63,73.68,4.58,9.59,277.87,23.65,Ventoso
2021-02-17,12.21,70.34,2.17,3.35,182.66,24.14,Sereno
2021-02-18,10.21,56.59,6.49,8.99,212.51,14.8,Ventoso
2021-02-19,12.46,58.3,4.1,8.92,86.05,21.88,Ventoso
2021-02-20,12.37,51.31,1.43,4.52,244.96,32.38,Sereno
2021-02-21,14.56,68.45,9.39,8.85,191.98,44.27,Forte pioggia
2021-02-22,14.42,88.26,1.64,3.95,278.73,24.46,Sereno
2021-02-23,10.98,54.77,9.24,7.02,192.76,11.91,Forte pioggia
2021-02-24,6.74,68.96,7.93,9.58,266.16,45.71,Ventoso
2021-02-25,7.72,61.39,9.54,1.41,148.8,17.92,Forte pioggia
2021-02-26,13.69,86.52,2.41,7.39,77.1,49.73,Sereno
2021-02-27,7.3,51.06,9.49,8.13,121.91,47.12,Forte pioggia
2021-02-28,7.01,55.84,9.8,6.43,112.89,30.7,Forte pioggia
2021-03-01,13.16,62.51,0.76,2.21,61.24,32.85,Sereno
2021-03-02,19.31,88.93,8.04,4.26,119.77,22.98,Forte pioggia
2021-03-03,10.66,69.83,1.02,8.97,80.69,18.99,Ventoso
2021-03-04,14.36,58.57,8.37,6.88,77.43,13.3,Forte pioggia
2021-03-05,20.39,88.85,4.4,3.95,55.84,19.72,Possibile pioggia
2021-03-06,14.37,60.26,9.35,2.31,177.17,11.89,Forte pioggia
2021-03-07,23.69,78.53,6.85,9.9,166.44,24.6,Ventoso
2021-03-08,10.23,85.33,2.87,8.69,299.63,37.17,Ventoso
2021-03-09,14.33,75.03,1.08,3.32,257.06,13.52,Sereno
2021-03-10,10.85,53.96,1.51,2.81,157.8,20.31,Sereno
2021-03-11,15.26,54.19,8.7,5.61,168.25,45.62,Forte pioggia
2021-03-12,11.26,71.49,7.67,4.11,277.35,34.67,Possibile pioggia
2021-03-13,23.85,50.48,5.19,6.15,138.37,16.87,Possibile pioggia
2021-03-14,19.66,74.57,0.02,2.63,94.2,44.38,Sereno
2021-03-15,16.18,82.74,7.68,5.58,112.04,23.35,Possibile pioggia
2021-03-16,16.41,51.81,1.68,5.82,139.55,35.7,Sereno
2021-03-17,18.56,75.76,0.44,2.82,227.44,15.51,Sereno
2021-03-18,15.15,83.42,0.61,1.59,223.7,16.35,Sereno
2021-03-19,24.92,76.16,7.95,3.77,247.95,25.24,Possibile pioggia
2021-03-20,11.12,67.01,1.63,7.11,168.0,17.47,Sereno
2021-03-21,12.91,61.01,8.18,5.84,145.16,42.23,Forte pioggia
2021-03-22,13.87,62.87,7.33,6.36,84.62,21.84,Possibile pioggia
2021-03-23,22.89,75.38,8.58,9.64,250.79,44.77,Forte pioggia
2021-03-24,14.83,51.33,5.68,6.28,200.48,31.65,Possibile pioggia
2021-03-25,12.06,86.45,6.47,5.5,128.2,42.22,Possibile pioggia
2021-03-26,14.56,86.15,7.16,4.85,212.32,17.11,Possibile pioggia
2021-03-27,11.01,79.79,1.0,6.93,270.74,28.71,Sereno
2021-03-28,12.69,66.27,8.19,3.05,99.21,40.28,Forte pioggia
2021-03-29,10.6,79.23,0.01,5.09,85.56,16.62,Sereno
2021-03-30,13.54,83.73,2.92,4.71,140.04,15.66,Sereno
2021-03-31,20.22,78.45,2.23,3.61,211.03,13.28,Sereno
2021-04-01,10.89,76.78,0.05,4.85,190.56,10.24,Sereno
2021-04-02,15.38,63.85,1.69,0.69,219.26,18.74,Sereno
2021-04-03,20.74,80.93,0.74,9.64,65.98,7.36,Ventoso
2021-04-04,18.33,65.48,0.91,4.53,280.05,6.25,Sereno
2021-04-05,10.31,54.82,1.42,9.03,90.7,5.65,Ventoso
2021-04-06,10.25,60.44,1.07,2.55,249.61,17.41,Sereno
2021-04-07,10.51,64.53,0.33,4.78,257.52,9.92,Sereno
2021-04-08,12.44,59.57,0.36,9.1,279.44,18.05,Ventoso
2021-04-09,10.24,53.53,1.18,6.41,213.7,16.11,Sereno
2021-04-10,12.94,70.66,0.59,6.98,124.49,6.39,Sereno
2021-04-11,11.05,65.77,0.76,0.85,268.59,16.01,Sereno
2021-04-12,21.53,83.69,1.62,1.11,60.85,17.61,Sereno
2021-04-13,10.32,85.02,0.33,2.32,146.18,9.6,Sereno
2021-04-14,15.01,73.44,0.73,3.09,294.76,10.45,Sereno
2021-04-15,11.33,74.31,1.3,8.75,107.38,7.55,Ventoso
2021-04-16,14.12,73.86,0.43,3.29,237.37,10.91,Sereno
2021-04-17,11.8,57.97,0.25,9.56,51.46,10.33,Ventoso
2021-04-18,22.14,60.42,1.99,7.74,129.26,7.89,Sereno
2021-04-19,18.79,51.06,1.49,5.32,55.56,12.56,Sereno
2021-04-20,21.85,57.65,0.24,9.14,54.8,16.28,Ventoso
2021-04-21,14.36,62.71,0.05,7.58,221.27,12.49,Sereno
2021-04-22,13.83,58.2,0.11,5.48,72.57,6.9,Sereno
2021-04-23,12.76,84.77,0.95,2.08,290.96,15.04,Sereno
2021-04-24,14.36,58.79,1.96,8.5,158.8,7.83,Ventoso
2021-04-25,10.29,54.18,1.14,4.06,279.2,5.31,Sereno
2021-04-26,21.99,71.58,0.32,2.35,200.83,7.83,Sereno
2021-04-27,12.61,77.75,0.35,2.16,164.9,6.32,Sereno
2021-04-28,21.75,50.58,1.54,4.02,211.26,17.11,Sereno
2021-04-29,10.65,50.19,1.71,5.82,291.8,19.62,Sereno
2021-04-30,13.04,72.61,1.44,6.41,121.74,17.89,Sereno
2021-05-01,18.09,80.8,0.36,1.25,781.89,16.98,Sereno
2021-05-02,16.61,74.1,0.03,9.71,511.91,11.05,Ventoso
2021-05-03,21.69,59.74,0.93,8.28,356.48,15.9,Ventoso
2021-05-04,12.96,84.15,1.12,6.04,210.58,18.05,Sereno
2021-05-05,23.34,50.9,1.52,5.71,394.23,15.75,Sereno
2021-05-06,19.48,58.41,0.51,7.54,575.73,8.18,Sereno
2021-05-07,11.7,82.05,1.01,2.96,427.94,10.68,Sereno
2021-05-08,19.65,59.01,1.91,6.17,342.42,14.12,Sereno
2021-05-09,22.94,75.45,0.26,5.31,753.26,14.88,Sereno
2021-05-10,24.4,75.47,1.08,9.09,547.77,18.65,Ventoso
2021-05-11,23.15,88.81,0.89,5.32,691.21,9.17,Sereno
2021-05-12,12.04,82.34,1.38,8.82,499.1,14.93,Ventoso
2021-05-13,14.25,85.68,0.07,9.38,195.25,18.28,Ventoso
2021-05-14,17.26,78.16,0.07,9.36,398.1,12.38,Ventoso
2021-05-15,21.61,58.22,0.44,4.72,782.26,9.07,Sereno
2021-05-16,18.19,88.77,0.65,9.05,214.89,10.66,Ventoso
2021-05-17,14.03,67.7,0.85,9.04,685.58,5.71,Ventoso
2021-05-18,20.22,85.28,0.65,1.65,232.76,9.59,Sereno
2021-05-19,13.5,70.01,0.95,0.62,327.72,5.5,Sereno
2021-05-20,22.64,77.68,0.22,4.14,495.82,14.84,Sereno
2021-05-21,16.17,72.66,0.92,8.93,184.95,6.49,Ventoso
2021-05-22,17.58,53.38,0.71,5.25,340.55,14.66,Sereno
2021-05-23,17.92,53.87,0.56,0.64,470.1,9.96,Sereno
2021-05-24,23.19,68.25,0.84,5.96,727.73,9.72,Sereno
2021-05-25,13.73,54.0,0.42,9.56,535.42,15.32,Ventoso
2021-05-26,10.61,87.76,0.22,1.06,506.69,12.81,Sereno
2021-05-27,20.48,74.85,1.75,0.51,391.92,5.02,Sereno
2021-05-28,20.78,82.97,0.33,4.62,404.41,5.83,Sereno
2021-05-29,16.33,55.25,0.88,6.82,506.25,9.68,Sereno
2021-05-30,17.12,80.73,0.78,4.9,326.64,14.59,Sereno
2021-05-31,12.28,59.34,0.63,1.83,673.16,10.19,Sereno
2021-06-01,29.9,59.72,0.12,9.02,247.04,16.46,Soleggiato e caldo
2021-06-02,31.73,58.3,1.14,5.41,503.52,15.95,Soleggiato e caldo
2021-06-03,31.51,64.46,1.67,0.68,653.7,6.97,Soleggiato e caldo
2021-06-04,28.63,83.09,0.05,2.7,653.17,7.23,Soleggiato e caldo
2021-06-05,26.92,70.07,1.37,4.02,569.78,18.4,Sereno
2021-06-06,26.76,65.63,0.76,4.85,481.28,10.85,Sereno
2021-06-07,29.18,65.72,1.52,1.78,207.63,14.12,Soleggiato e caldo
2021-06-08,31.76,56.16,1.77,3.41,539.0,10.13,Soleggiato e caldo
2021-06-09,31.58,64.09,0.9,8.69,153.67,19.46,Soleggiato e caldo
2021-06-10,33.54,56.58,0.63,6.15,610.89,12.75,Soleggiato e caldo
2021-06-11,31.35,87.97,0.37,7.14,625.31,12.52,Soleggiato e caldo
2021-06-12,34.62,84.12,0.25,9.42,541.29,9.79,Soleggiato e caldo
2021-06-13,26.97,88.63,1.25,3.0,125.62,14.63,Sereno
2021-06-14,25.42,83.67,1.8,1.83,577.17,8.68,Sereno
2021-06-15,31.51,52.59,1.73,2.39,495.39,17.51,Soleggiato e caldo
2021-06-16,27.4,85.22,0.02,4.59,594.79,19.38,Sereno
2021-06-17,25.84,85.29,1.79,8.17,516.23,10.97,Ventoso
2021-06-18,29.04,63.76,0.55,2.89,445.74,11.82,Soleggiato e caldo
2021-06-19,34.19,76.91,1.44,2.95,263.94,10.63,Soleggiato e caldo
2021-06-20,29.13,54.63,0.6,4.84,356.27,5.53,Soleggiato e caldo
2021-06-21,29.11,54.72,0.67,8.39,401.6,10.55,Soleggiato e caldo
2021-06-22,31.53,63.04,0.31,8.85,616.05,7.84,Soleggiato e caldo
2021-06-23,26.07,79.85,0.75,8.55,203.28,19.97,Ventoso
2021-06-24,33.73,54.84,0.66,3.16,171.77,14.42,Soleggiato e caldo
2021-06-25,25.88,53.72,1.15,3.01,594.5,13.4,Sereno
2021-06-26,27.28,68.65,0.99,3.74,187.55,17.57,Sereno
2021-06-27,31.89,55.72,1.51,5.39,625.79,15.76,Soleggiato e caldo
2021-06-28,31.28,86.97,1.44,2.61,613.93,6.24,Soleggiato e caldo
2021-06-29,28.67,72.57,0.6,6.06,779.53,15.75,Soleggiato e caldo
2021-06-30,34.09,57.06,1.94,5.26,199.29,19.46,Soleggiato e caldo
2021-07-01,32.63,65.12,0.46,8.86,620.28,6.48,Soleggiato e caldo
2021-07-02,25.45,72.48,0.58,9.91,314.48,8.07,Ventoso
2021-07-03,25.98,78.3,0.68,3.09,253.94,11.92,Sereno
2021-07-04,25.57,84.14,0.41,2.15,200.05,18.47,Sereno
2021-07-05,30.78,51.55,0.81,6.49,354.32,12.64,Soleggiato e caldo
2021-07-06,35.0,54.96,0.85,7.67,101.1,19.87,Soleggiato e caldo
2021-07-07,28.06,65.43,0.01,3.68,751.69,11.72,Soleggiato e caldo
2021-07-08,26.12,79.03,0.02,8.06,672.21,13.79,Ventoso
2021-07-09,25.66,75.79,1.94,9.41,485.27,9.06,Ventoso
2021-07-10,30.77,61.98,1.03,3.06,577.22,15.77,Soleggiato e caldo
2021-07-11,28.18,60.52,0.17,9.8,568.18,15.6,Soleggiato e caldo
2021-07-12,27.37,76.59,0.04,4.95,622.58,19.24,Sereno
2021-07-13,26.75,54.37,1.65,2.28,477.87,19.76,Sereno
2021-07-14,34.42,82.7,0.96,6.98,186.04,11.33,Soleggiato e caldo
2021-07-15,28.93,66.59,1.31,1.65,335.72,11.06,Soleggiato e caldo
2021-07-16,28.45,64.16,1.96,9.4,497.06,19.49,Soleggiato e caldo
2021-07-17,34.08,64.98,1.92,6.09,551.75,16.16,Soleggiato e caldo
2021-07-18,28.19,53.69,1.36,5.57,231.64,15.83,Soleggiato e caldo
2021-07-19,31.68,88.77,0.51,5.21,731.37,5.12,Soleggiato e caldo
2021-07-20,25.54,66.16,0.68,2.77,663.75,10.98,Sereno
2021-07-21,27.55,75.92,1.0,7.81,673.73,7.22,Sereno
2021-07-22,27.22,70.41,0.91,3.25,390.25,10.39,Sereno
2021-07-23,33.3,77.83,1.58,9.22,242.3,17.92,Soleggiato e caldo
2021-07-24,27.0,73.09,1.35,3.66,763.9,5.48,Sereno
2021-07-25,30.87,72.33,1.56,7.67,194.64,13.4,Soleggiato e caldo
2021-07-26,29.81,79.75,0.39,3.86,218.43,7.64,Soleggiato e caldo
2021-07-27,30.57,53.59,0.07,7.22,570.21,15.58,Soleggiato e caldo
2021-07-28,28.24,77.07,0.19,6.51,158.96,9.39,Soleggiato e caldo
2021-07-29,25.93,62.43,0.63,8.43,406.31,5.95,Ventoso
2021-07-30,30.48,82.02,0.48,2.91,410.46,16.53,Soleggiato e caldo
2021-07-31,27.38,88.14,1.63,2.28,114.32,8.07,Sereno
2021-08-01,32.97,87.99,1.05,3.97,170.91,17.44,Soleggiato e caldo
2021-08-02,28.97,84.65,0.63,0.56,792.63,13.04,Soleggiato e caldo
2021-08-03,28.34,78.49,1.93,1.99,161.66,6.09,Soleggiato e caldo
2021-08-04,33.6,67.29,1.28,6.7,748.27,10.61,Soleggiato e caldo
2021-08-05,26.61,54.02,0.98,7.34,277.13,15.32,Sereno
2021-08-06,34.44,53.59,0.67,1.3,641.01,12.27,Soleggiato e caldo
2021-08-07,32.81,74.35,1.74,4.74,512.82,17.82,Soleggiato e caldo
2021-08-08,32.8,64.34,2.0,2.29,221.49,8.81,Soleggiato e caldo
2021-08-09,34.47,59.93,1.79,7.43,245.25,15.81,Soleggiato e caldo
2021-08-10,29.67,88.52,0.6,7.97,521.02,5.99,Soleggiato e caldo
2021-08-11,31.81,50.48,0.33,3.49,162.67,16.65,Soleggiato e caldo
2021-08-12,25.06,68.39,0.48,7.45,739.77,5.39,Sereno
2021-08-13,32.49,87.62,2.0,8.4,642.69,16.08,Soleggiato e caldo
2021-08-14,32.06,58.4,1.4,4.11,321.56,18.07,Soleggiato e caldo
2021-08-15,28.59,84.17,0.04,1.58,479.47,6.79,Soleggiato e caldo
2021-08-16,25.2,67.32,1.89,3.48,653.84,11.6,Sereno
2021-08-17,27.77,86.63,0.14,3.23,730.28,6.18,Sereno
2021-08-18,28.2,72.31,1.08,6.03,693.11,18.13,Soleggiato e caldo
2021-08-19,32.58,68.08,1.53,6.84,225.37,11.0,Soleggiato e caldo
2021-08-20,27.47,77.58,1.56,2.21,376.52,10.09,Sereno
2021-08-21,26.3,61.12,0.32,1.21,764.46,14.7,Sereno
2021-08-22,34.51,57.51,0.52,7.62,494.51,7.42,Soleggiato e caldo
2021-08-23,25.79,88.34,0.82,6.96,738.77,12.86,Sereno
2021-08-24,28.76,70.74,0.89,2.64,515.99,12.72,Soleggiato e caldo
2021-08-25,34.04,56.38,1.08,9.53,367.73,19.24,Soleggiato e caldo
2021-08-26,26.35,68.59,0.96,8.27,627.66,10.52,Ventoso
2021-08-27,34.63,87.83,1.36,1.91,485.44,9.55,Soleggiato e caldo
2021-08-28,34.81,75.35,1.3,2.01,238.77,13.46,Soleggiato e caldo
2021-08-29,29.35,52.73,0.47,7.46,264.67,18.57,Soleggiato e caldo
2021-08-30,33.14,74.39,0.84,0.77,190.13,19.52,Soleggiato e caldo
2021-08-31,34.17,74.21,0.59,5.51,792.35,14.68,Soleggiato e caldo
2021-09-01,13.39,73.32,1.73,8.02,631.55,16.83,Ventoso
2021-09-02,13.36,82.48,0.75,3.9,402.55,9.08,Sereno
2021-09-03,10.81,57.82,0.41,7.31,306.52,9.31,Sereno
2021-09-04,12.88,65.78,0.23,3.04,442.81,11.23,Sereno
2021-09-05,14.04,76.85,0.03,4.8,290.91,12.43,Sereno
2021-09-06,10.67,86.89,1.31,1.12,651.6,13.79,Sereno
2021-09-07,17.21,72.38,1.3,4.73,181.24,15.05,Sereno
2021-09-08,13.96,83.05,1.62,8.08,433.25,16.91,Ventoso
2021-09-09,15.68,77.58,0.5,3.63,757.9,15.58,Sereno
2021-09-10,12.28,82.17,1.82,1.63,242.02,16.26,Sereno
2021-09-11,15.85,84.82,1.74,3.54,664.64,15.33,Sereno
2021-09-12,10.99,66.45,1.08,4.29,261.13,18.75,Sereno
2021-09-13,11.58,50.26,1.37,3.79,555.87,6.11,Sereno
2021-09-14,17.01,70.89,1.87,7.06,495.22,8.84,Sereno
2021-09-15,11.13,50.04,0.94,9.38,695.78,14.77,Ventoso
