DATAFLOW,FREQ,REF_AREA,DATA_TYPE,TYPE_OF_CROP,DESTINATION_WINEGRAPES,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_TYPE_OF_CROP,NOTE_DESTINATION_WINEGRAPES,NOTE_TIME_PERIOD,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,FRESUMES,ALL,2014,1,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,FRESUMES,ALL,2015,-0.3,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,GRAIZE,ALL,2010,-4.4,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,GRAIZE,ALL,2011,5.8,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,GRAIZE,ALL,2012,-3.16,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,GRAIZE,ALL,2013,-7.08,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,GRAIZE,ALL,2014,-3.1,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,GRAIZE,ALL,2015,-8,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,GRAIZE,ALL,2016,-3.9,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,KIDNANSAND,ALL,2010,-4.1,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,KIDNANSAND,ALL,2011,-27,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,KIDNANSAND,ALL,2012,21.77,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,KIDNANSAND,ALL,2013,5.94,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,KIDNANSAND,ALL,2014,-5.5,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,KIDNANSAND,ALL,2015,12.7,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,KITGAR,ALL,2018,-9.1,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,KITGAR,ALL,2019,6.3,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,KITGAR,ALL,2020,1.7,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,KITGAR,ALL,2021,4,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,KITGAR,ALL,2022,1.4,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,KITGAR,ALL,2023,2.5,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,KITGAR,ALL,2024,-2.1,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,MAIZE,ALL,2017,1.1,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,MAIZE,ALL,2018,-1.7,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,MAIZE,ALL,2019,2.3,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,MAIZE,ALL,2020,-3,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,MAIZE,ALL,2021,0.4,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,MAIZE,ALL,2022,-4.8,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,MAIZE,ALL,2023,-6.2,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,MAIZE,ALL,2024,-0.9,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OATS,ALL,2010,-6.2,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OATS,ALL,2011,5.9,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OATS,ALL,2012,13.1,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OATS,ALL,2013,-12.23,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OATS,ALL,2014,-10,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OATS,ALL,2015,0.3,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OATS,ALL,2016,11.2,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OATS,ALL,2017,-6.5,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OATS,ALL,2018,4.3,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OATS,ALL,2019,4.6,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OATS,ALL,2020,-3.3,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OATS,ALL,2021,0.4,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OATS,ALL,2022,-3.2,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OATS,ALL,2023,-8.4,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OATS,ALL,2024,-17.1,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OTHEETEMPO,ALL,2010,1.6,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OTHEETEMPO,ALL,2011,3.1,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OTHEETEMPO,ALL,2012,-3.87,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OTHEETEMPO,ALL,2013,2.86,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OTHEETEMPO,ALL,2014,-1,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OTHEETEMPO,ALL,2015,3.6,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OTHEETEMPO,ALL,2016,-2.3,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OTHEETEMPO,ALL,2017,3.7,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OTHEETEMPO,ALL,2018,1,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OTHEETEMPO,ALL,2019,-1.3,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OTHEETEMPO,ALL,2020,-0.7,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OTHEETEMPO,ALL,2021,-1.6,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OTHEETEMPO,ALL,2022,-5,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OTHEETEMPO,ALL,2023,1.6,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OTHESHVEGE,ALL,2010,18.5,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OTHESHVEGE,ALL,2011,-28.5,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OTHESHVEGE,ALL,2012,-3.79,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OTHESHVEGE,ALL,2013,-6.15,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OTHESHVEGE,ALL,2014,-2.9,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OTHESHVEGE,ALL,2015,-9.9,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OTLAND,ALL,2018,-2.2,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OTLAND,ALL,2019,0.2,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OTLAND,ALL,2020,-3,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OTLAND,ALL,2021,-1.3,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OTLAND,ALL,2022,-2.2,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OTLAND,ALL,2023,-2.2,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,OTLAND,ALL,2024,-3.5,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,PCROPS,ALL,2018,1.5,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,PCROPS,ALL,2019,1,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,PCROPS,ALL,2020,0.3,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,PCROPS,ALL,2021,1.3,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,PCROPS,ALL,2022,0.1,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,PCROPS,ALL,2023,1,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,PCROPS,ALL,2024,-2.4,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,PEA,ALL,2010,-9.4,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,PEA,ALL,2011,-19.8,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,PEA,ALL,2012,-7.62,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,PEA,ALL,2013,18.1,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,PEA,ALL,2014,-1,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,PEAEAS,ALL,2015,5.3,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,PGRAPM,ALL,2018,0.5,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,PGRAPM,ALL,2019,-0.7,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,PGRAPM,ALL,2020,4.3,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,PGRAPM,ALL,2021,0.2,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,PGRAPM,ALL,2022,1.3,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,PGRAPM,ALL,2023,1.9,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,PGRAPM,ALL,2024,-2.8,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,POTAT,ALL,2010,-7.8,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,POTAT,ALL,2011,16.5,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,POTAT,ALL,2012,0.66,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,POTAT,ALL,2013,-10.75,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,POTAT,ALL,2014,-2.2,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,POTAT,ALL,2015,-3.6,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,POTAT,ALL,2016,-4.2,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,POTAT,ALL,2017,2.7,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,POTAT,ALL,2018,-1.4,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,POTAT,ALL,2019,0.4,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,POTAT,ALL,2020,0.8,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,POTAT,ALL,2021,0.8,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,POTAT,ALL,2022,-0.7,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,POTAT,ALL,2023,-6,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,POTAT,ALL,2024,0.9,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,PULSEO,ALL,2010,16.2,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,PULSEO,ALL,2011,34.5,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,PULSEO,ALL,2012,2.29,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,PULSEO,ALL,2013,20.54,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,PULSEO,ALL,2014,0.6,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,PULSEO,ALL,2015,4.4,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,RAPE,ALL,2010,-3.8,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,RAPE,ALL,2011,-19.5,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,RAPE,ALL,2012,-29.95,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,RAPE,ALL,2013,49.54,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,RAPE,ALL,2014,3.9,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,RAPETR,ALL,2015,-6.5,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,RAPETR,ALL,2016,8.4,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,RAPETR,ALL,2017,3,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,RAPETR,ALL,2018,13.3,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,RAPETR,ALL,2019,0.2,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,RAPETR,ALL,2020,15.7,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,RAPETR,ALL,2021,5.9,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,RAPETR,ALL,2022,9.5,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,RAPETR,ALL,2023,20.8,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,RAPETR,ALL,2024,-3.7,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,RICE,ALL,2010,2.1,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,RICE,ALL,2011,3.2,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,RICE,ALL,2012,-3.67,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,RICE,ALL,2013,-6.15,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,RICE,ALL,2014,-4.6,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,RICE,ALL,2015,0.7,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,RICE,ALL,2016,2.7,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,RICE,ALL,2017,0.7,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,RICE,ALL,2018,-4.5,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,RICE,ALL,2019,-10.7,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,RICE,ALL,2020,0.3,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,RICE,ALL,2021,-0.5,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,RICE,ALL,2022,-1.9,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,RICE,ALL,2023,-0.6,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,RICE,ALL,2024,-15.1,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,SORGH,ALL,2010,-33.2,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,SORGH,ALL,2011,54.8,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,SORGH,ALL,2012,-19.76,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,SORGH,ALL,2013,1.04,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,SORGH,ALL,2014,-9.6,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,SORGH,ALL,2015,-8.5,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,SOYA,ALL,2010,2.4,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,SOYA,ALL,2011,15.3,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,SOYA,ALL,2012,-16.48,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,SOYA,ALL,2013,24.79,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,SOYA,ALL,2014,-2.4,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,SOYA,ALL,2015,13.5,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,SOYA,ALL,2016,-3.2,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,SOYA,ALL,2017,10.6,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,SOYA,ALL,2018,-1.4,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,SOYA,ALL,2019,-13.9,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,SOYA,ALL,2020,-6.1,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,SOYA,ALL,2021,-9.3,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,SOYA,ALL,2022,1.2,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,SOYA,ALL,2023,-16.7,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,SOYA,ALL,2024,5.5,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,SUNFLO,ALL,2010,-15.1,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,SUNFLO,ALL,2011,9.3,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,SUNFLO,ALL,2012,-5.01,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,SUNFLO,ALL,2013,9.43,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,SUNFLO,ALL,2014,-3,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,SUNFLO,ALL,2015,-0.7,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,SUNFLO,ALL,2016,-10.7,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,SUNFLO,ALL,2017,5.5,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,SUNFLO,ALL,2018,-7.6,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,SUNFLO,ALL,2019,2.9,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,SUNFLO,ALL,2020,1.2,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,SUNFLO,ALL,2021,-7.2,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,SUNFLO,ALL,2022,-6.8,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,SUNFLO,ALL,2023,-1.1,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,SUNFLO,ALL,2024,4,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,TITICALE,ALL,2017,5.4,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,TITICALE,ALL,2018,1.9,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,TITICALE,ALL,2019,-9.3,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,TITICALE,ALL,2020,0.3,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,TITICALE,ALL,2021,5.4,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,TITICALE,ALL,2022,-2.5,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,TITICALE,ALL,2023,14.7,,,,,,,,,,
IT1:101_1015_DF_DCSP_COLTIVAZIONI_10(1.0),A,IT,SOWCROP,TITICALE,ALL,2024,-5.6,,,,,,,,,,
